Name,ReleaseDate,Certificate,Rating,Runtime,Director,Genre,Grossing
Black Swan,"Dec 3, 2010",R,4/5,108 minutes,Darren Aronofsky,"Drama,Mystery & Suspense","$106,952,327"
Cropsey,"Jun 4, 2010",NR,3.5/5,84 minutes,"Josh Zeman,Barbara Brancaccio,Joshua Zeman",Documentary,"$42,393"
Waiting for Superman,"Sep 24, 2010",PG,4/5,103 minutes,Davis Guggenheim,"Documentary,Special Interest","$6,410,257"
Dogtooth (Kynodontas),"Jun 25, 2010",R,3.7/5,96 minutes,Yorgos Lanthimos,"Art House & International,Drama","$110,197"
Lourdes,"Feb 17, 2010",NR,3.5/5,99 minutes,Jessica Hausner,"Art House & International,Drama",
Vincere,"Mar 19, 2010",NR,3.4/5,128 minutes,Marco Bellocchio,"Art House & International,Drama","$600,000"
Lebanon (Levanon),"Aug 6, 2010",R,3.6/5,94 minutes,Samuel Maoz,"Art House & International,Drama","$300,000"
Carlos,"Oct 15, 2010",NR,3.9/5,333 minutes,Olivier Assayas,"Art House & International,Classics,Drama,Television","$100,000"
The Secret in Their Eyes (El Secreto de Sus Ojos),"Apr 16, 2010",R,4.2/5,129 minutes,Juan José Campanella,"Art House & International,Drama,Mystery & Suspense,Romance","$6,390,014"
Fish Tank,"Jan 15, 2010",NR,3.8/5,124 minutes,Andrea Arnold,"Art House & International,Drama","$187,074"
Let Me In,"Oct 1, 2010",R,3.7/5,116 minutes,Matt Reeves,"Drama,Horror,Science Fiction & Fantasy,Romance","$12,134,420"
Boxing Gym,"Oct 22, 2010",NR,3.6/5,91 minutes,Frederick Wiseman,"Documentary,Special Interest,Sports & Fitness","$34,502"
Tangled,"Nov 24, 2010",PG,4.1/5,100 minutes,"Nathan Greno,Byron Howard","Animation,Comedy,Kids & Family,Musical & Performing Arts","$200,803,309"
The Tillman Story,"Aug 20, 2010",R,4.1/5,95 minutes,Amir Bar-Lev,"Documentary,Special Interest","$798,940"
The Secret of Kells,"Mar 12, 2010",G,4/5,75 minutes,"Tomm Moore,Nora Twomey","Animation,Art House & International,Kids & Family,Science Fiction & Fantasy","$686,383"
Best Worst Movie,"Apr 23, 2010",NR,3.9/5,93 minutes,Michael Stephenson,"Comedy,Documentary,Television","$103,194"
Inception,"Jul 16, 2010",PG-13,4.2/5,148 minutes,Christopher Nolan,"Action & Adventure,Drama,Mystery & Suspense,Science Fiction & Fantasy","$292,568,851"
Joan Rivers: A Piece Of Work,"Jun 11, 2010",R,3.8/5,84 minutes,"Ricki Stern,Anne Sundberg","Comedy,Documentary,Television","$2,927,972"
The Fighter,"Dec 10, 2010",R,4.1/5,115 minutes,David O. Russell,"Drama,Sports & Fitness","$93,571,803"
Another Year,"Dec 29, 2010",PG-13,3.6/5,129 minutes,Mike Leigh,"Comedy,Drama","$3,200,000"
No One Knows About Persian Cats (Les Chats Persans),"Apr 16, 2010",NR,3.7/5,106 minutes,Bahman Ghobadi,"Art House & International,Comedy,Drama",
The Illusionist (L'illusionniste),"Dec 25, 2010",PG,3.8/5,82 minutes,Sylvain Chomet,"Animation,Art House & International,Comedy,Drama","$2,200,000"
Samson and Delilah,"Oct 15, 2010",NR,3.7/5,101 minutes,Warwick Thornton,"Art House & International,Comedy,Drama,Romance",
Restrepo,"Jun 25, 2010",R,4.1/5,93 minutes,"Sebastian Junger,Tim Hetherington","Documentary,Special Interest","$1,330,894"
A Film Unfinished,"Aug 18, 2010",NR,4/5,89 minutes,Yael Hersonski,"Art House & International,Documentary,Special Interest,Television","$311,542"
Exit Through The Gift Shop,"Apr 16, 2010",R,4.2/5,86 minutes,Banksy,"Comedy,Documentary,Musical & Performing Arts,Special Interest","$3,288,699"
Ajami,"Feb 3, 2010",NR,3.8/5,120 minutes,"Scandar Copti,Yaron Shani","Art House & International,Drama","$500,000"
Animal Kingdom,"Aug 13, 2010",R,3.9/5,112 minutes,David Michôd,"Art House & International,Drama","$1,000,000"
Marwencol,"Oct 8, 2010",NR,4/5,83 minutes,Jeff Malmberg,"Documentary,Science Fiction & Fantasy","$112,036"
The Town,"Sep 17, 2010",R,3.9/5,151 minutes,Ben Affleck,"Action & Adventure,Drama,Mystery & Suspense,Romance","$92,173,235"
Mother (Madeo),"Mar 12, 2010",R,4/5,129 minutes,Bong Joon Ho,"Art House & International,Drama,Mystery & Suspense","$500,000"
Winter's Bone,"Jun 11, 2010",R,3.7/5,99 minutes,Debra Granik,Drama,"$6,200,000"
Inside Job,"Oct 8, 2010",PG-13,4.2/5,108 minutes,Charles Ferguson (III) ,"Documentary,Special Interest","$4,311,834"
127 Hours,"Nov 5, 2010",R,4/5,94 minutes,Danny Boyle,Drama,"$18,329,466"
The Kids Are All Right,"Jul 9, 2010",R,3.6/5,104 minutes,Lisa Cholodenko,"Comedy,Drama","$20,803,237"
How to Train Your Dragon,"Mar 26, 2010",PG,4.2/5,98 minutes,"Dean DeBlois,Chris Sanders","Animation,Kids & Family,Science Fiction & Fantasy","$216,900,000"
Last Train Home,"Sep 3, 2010",PG,4.1/5,85 minutes,Lixin Fan,"Art House & International,Documentary,Special Interest","$285,848"
House of Sand and Fog,"Dec 26, 2003",R,3.6/5,126 minutes,Vadim Perelman,Drama,"$12,924,917"
The King's Speech,"Nov 26, 2010",PG-13,4.3/5,118 minutes,Tom Hooper,Drama,"$138,300,000"
True Grit,"Dec 22, 2010",PG-13,4/5,110 minutes,"Joel Coen,Ethan Coen","Action & Adventure,Drama,Western","$171,031,347"
Calendar Girls,"Dec 19, 2003",PG-13,3.1/5,108 minutes,Nigel Cole,"Comedy,Special Interest","$30,937,521"
Waste Land,"Oct 29, 2010",NR,4.3/5,95 minutes,"Lucy Walker,João Jardim,Karen Harley","Art House & International,Documentary,Musical & Performing Arts","$100,000"
Intolerable Cruelty,"Oct 10, 2003",PG-13,2.9/5,100 minutes,Joel Coen,"Comedy,Romance","$35,096,190"
Tupac: Resurrection,"Jan 22, 2003",R,4/5,115 minutes,Lauren Lazin,"Documentary,Musical & Performing Arts,Television","$7,646,264"
The Matrix Reloaded,"May 7, 2003",R,3.4/5,138 minutes,"Lana Wachowski,Lilly Wachowski","Mystery & Suspense,Science Fiction & Fantasy","$281,500,000"
Holes,"Apr 18, 2003",PG,3.3/5,118 minutes,Andrew Davis,"Action & Adventure,Comedy,Kids & Family,Mystery & Suspense","$67,325,559"
Bubba Ho-Tep,"Oct 2, 2003",R,3.6/5,92 minutes,Don Coscarelli,"Comedy,Horror",
A Prophet (Un prophete),"Feb 26, 2010",R,4.1/5,155 minutes,Jacques Audiard,"Art House & International,Drama","$1,515,303"
I Capture the Castle,"Jul 11, 2003",R,3.6/5,111 minutes,Tim Fywell,"Art House & International,Comedy,Drama,Romance","$967,506"
Peter Pan,"Dec 25, 2003",PG,3.3/5,113 minutes,P.J. Hogan,"Kids & Family,Science Fiction & Fantasy","$48,417,850"
Friday Night,,,3.5/5,,,,
The Social Network,"Oct 1, 2010",PG-13,4.1/5,120 minutes,David Fincher,Drama,"$96,400,000"
Owning Mahowny,"May 2, 2003",R,3.5/5,104 minutes,Richard Kwietniowski,"Art House & International,Drama,Mystery & Suspense","$726,886"
The Good Thief,"Apr 2, 2003",R,3.2/5,108 minutes,Neil Jordan,"Action & Adventure,Art House & International,Drama,Mystery & Suspense","$3,416,785"
The Cooler,"Nov 26, 2003",R,3.3/5,103 minutes,Wayne Kramer,"Drama,Romance","$8,179,538"
Divine Intervention,"Jan 17, 2003",NR,3.7/5,92 minutes,Elia Suleiman,Comedy,
Stoked: The Rise and Fall of Gator,,,3.8/5,,,,
Blue Car,"May 2, 2003",R,3.3/5,96 minutes,Karen Moncrieff,Drama,
Mondays in the Sun (Los Lunes al sol),"Jul 25, 2003",R,3.9/5,113 minutes,Fernando León de Aranoa,"Comedy,Drama",
Charlotte Sometimes,"May 2, 2003",R,3.4/5,85 minutes,Eric Byler,"Art House & International,Drama",
Ghosts of the Abyss,"Apr 11, 2003",G,3.3/5,59 minutes,James Cameron,"Comedy,Documentary,Science Fiction & Fantasy,Special Interest","$16,302,332"
25th Hour,"Jan 10, 2003",R,3.7/5,134 minutes,Spike Lee,Drama,
Seabiscuit,"Jul 25, 2003",PG-13,3.3/5,141 minutes,Gary Ross,Drama,"$120,147,445"
Amandla! A Revolution in Four-Part Harmony,"Feb 19, 2003",PG-13,4/5,108 minutes,Lee Hirsch,"Documentary,Drama,Musical & Performing Arts,Special Interest",
Big Fish,"Dec 10, 2003",PG-13,3.7/5,125 minutes,Tim Burton,"Comedy,Drama","$66,257,002"
Step Into Liquid,"Aug 8, 2003",PG,4.1/5,87 minutes,Dana Brown,"Documentary,Sports & Fitness","$3,640,512"
Confessions of a Dangerous Mind,"Aug 15, 2003",R,3.4/5,124 minutes,George Clooney,"Comedy,Drama,Mystery & Suspense",
Chihwaseon,,,3.7/5,,,,
Thirteen,"Aug 20, 2003",R,3.3/5,100 minutes,Catherine Hardwicke,Drama,"$4,500,238"
Chaos,,,3.9/5,,,,
Open Range,"Aug 15, 2003",R,3.5/5,138 minutes,Kevin Costner,"Action & Adventure,Drama,Western","$58,260,046"
Bukowski: Born into This,"Jan 18, 2003",R,4/5,130 minutes,John Dullaghan,"Documentary,Special Interest","$81,682"
Stone Reader,"Jan 11, 2003",PG-13,3.6/5,145 minutes,Mark Moskowitz,"Documentary,Special Interest",
Gloomy Sunday,"Nov 14, 2003",R,4.1/5,114 minutes,Rolf Schübel,"Art House & International,Drama","$223,827"
21 Grams,"Nov 21, 2003",R,3.6/5,126 minutes,Alejandro González Iñárritu,Drama,"$16,162,920"
Bad Santa,"Nov 26, 2003",R,3.2/5,91 minutes,Terry Zwigoff,Comedy,
The Barbarian Invasions (Les Invasions barbares),"Nov 21, 2003",R,3.9/5,1 minutes,Denys Arcand,"Art House & International,Comedy,Drama",
A Tale of Two Sisters,"Jun 13, 2003",R,3.8/5,114 minutes,Kim Jee-woon,"Art House & International,Drama,Horror,Mystery & Suspense",
Pirates of the Caribbean: The Curse of the Black Pearl,"Jun 28, 2003",PG-13,3.9/5,143 minutes,Gore Verbinski,"Action & Adventure,Science Fiction & Fantasy","$305,343,252"
Lilja 4-ever,,,4.1/5,,,,
Tibet: Cry of the Snow Lion,"Sep 19, 2003",NR,4/5,104 minutes,Tom Peosay,"Documentary,Special Interest",
Yossi & Jagger,,,3.7/5,,,,
Monsieur Ibrahim et les fleurs du Coran (Monsieur Ibrahim),"Dec 5, 2003",R,3.9/5,94 minutes,François Dupeyron,"Art House & International,Drama","$2,646,396"
Matchstick Men,"Sep 12, 2003",PG-13,3.4/5,116 minutes,Ridley Scott,"Comedy,Drama","$36,873,198"
Ten,"Mar 5, 2003",NR,3.8/5,92 minutes,Abbas Kiarostami,"Art House & International,Documentary,Drama,Special Interest",
Dracula: Pages From a Virgin's Diary,"May 14, 2003",NR,3.5/5,75 minutes,Guy Maddin,"Drama,Horror,Musical & Performing Arts",
Swimming Pool,"Jul 2, 2003",R,3.3/5,103 minutes,François Ozon,"Art House & International,Drama,Mystery & Suspense","$9,942,554"
The Secret Lives of Dentists,"Aug 1, 2003",R,3.2/5,105 minutes,Alan Rudolph,"Art House & International,Comedy,Drama","$3,637,833"
Pieces of April,"Oct 17, 2003",PG-13,3.3/5,80 minutes,Peter Hedges,"Comedy,Drama","$2,400,000"
The Son (Le Fils),"Jan 10, 2003",NR,3.9/5,103 minutes,"Luc Dardenne,Jean-Pierre Dardenne","Art House & International,Drama",
The Cuckoo,"Jul 11, 2003",PG-13,4/5,99 minutes,Alexandr Rogozhkin,"Art House & International,Comedy,Drama,Romance",
Bend It like Beckham,"Aug 1, 2003",PG-13,3.2/5,112 minutes,Gurinder Chadha,"Comedy,Drama","$32,441,165"
Elf,"Nov 7, 2003",PG,3.2/5,107 minutes,Jon Favreau,"Comedy,Kids & Family,Special Interest","$173,400,000"
Intimate Strangers,"Jan 1, 2003",R,3.4/5,103 minutes,Patrice Leconte,"Art House & International,Comedy,Drama,Mystery & Suspense","$2,027,288"
Noi the Albino (Nói albínói),"Mar 19, 2003",PG-13,3.9/5,82 minutes,Dagur Kári,"Art House & International,Comedy,Drama",
The Five Obstructions,,,3.9/5,,,,
In This World,"Sep 19, 2003",R,3.9/5,88 minutes,Michael Winterbottom,Drama,
Kill Bill: Volume 1,"Oct 10, 2003",R,3.4/5,111 minutes,Quentin Tarantino,"Action & Adventure,Mystery & Suspense",
A Mighty Wind,"Apr 16, 2003",PG-13,3.5/5,87 minutes,Christopher Guest,Comedy,"$17,475,811"
Master and Commander: The Far Side of the World,"Nov 14, 2003",PG-13,3.4/5,137 minutes,Peter Weir,"Action & Adventure,Drama","$92,100,000"
Memories of Murder,"May 2, 2003",NR,4.2/5,129 minutes,Bong Joon Ho,"Art House & International,Drama,Mystery & Suspense",
X2: X-Men United,"May 2, 2003",PG-13,3.7/5,134 minutes,Bryan Singer,"Action & Adventure,Science Fiction & Fantasy","$214,813,155"
Zatôichi (The Blind Swordsman: Zatoichi),"Sep 6, 2003",R,3.9/5,116 minutes,Takeshi Kitano,"Action & Adventure,Art House & International,Drama","$584,553"
The Quiet American,"Feb 7, 2003",R,3.5/5,118 minutes,Phillip Noyce,"Drama,Mystery & Suspense,Romance",
Funny Ha Ha,"Jan 1, 2003",NR,3.3/5,89 minutes,Andrew Bujalski,Comedy,
28 Days Later,"Jun 27, 2003",R,3.6/5,108 minutes,Danny Boyle,"Horror,Science Fiction & Fantasy","$44,900,469"
I'm Not Scared (Io non ho paura),"Mar 14, 2003",R,3.9/5,110 minutes,Gabriele Salvatores,"Art House & International,Comedy,Drama,Mystery & Suspense",
Stevie,"Apr 11, 2003",R,3.9/5,144 minutes,Steve James (II),"Documentary,Special Interest",
Tokyo Godfathers,"Aug 30, 2003",PG-13,4.1/5,92 minutes,"Satoshi Kon,Shôgo Furuya","Animation,Art House & International,Comedy,Drama,Science Fiction & Fantasy",
Baadasssss!,"Sep 7, 2003",R,3.6/5,109 minutes,Mario Van Peebles,Drama,"$300,000"
Mystic River,"Oct 8, 2003",R,3.7/5,137 minutes,Clint Eastwood,"Drama,Mystery & Suspense","$88,800,000"
Far From Heaven,"Apr 1, 2003",PG-13,3.6/5,107 minutes,Todd Haynes,"Drama,Romance","$15,900,000"
Freaky Friday,"Aug 6, 2003",PG,2.9/5,96 minutes,Mark Waters (VIII),"Comedy,Drama,Kids & Family","$110,180,505"
Alien: The Director's Cut,,,4.4/5,,,,
In America,"Apr 29, 2003",PG-13,3.8/5,103 minutes,Jim Sheridan,"Comedy,Drama","$15,323,959"
Saraband,"Dec 1, 2003",R,3.9/5,107 minutes,Ingmar Bergman,"Art House & International,Drama,Television","$478,554"
The Man on the Train (L'homme du train),"May 9, 2003",R,3.7/5,90 minutes,Patrice Leconte,"Art House & International,Comedy,Drama","$2,316,487"
The Best of Youth (La meglio gioventù),"Jun 22, 2003",R,4.6/5,358 minutes,Marco Tullio Giordana,"Art House & International,Drama,Romance",
Shattered Glass,"Oct 31, 2003",PG-13,3.5/5,95 minutes,Billy Ray,Drama,"$2,105,024"
Whale Rider,"Jun 6, 2003",PG-13,3.8/5,105 minutes,Niki Caro,"Drama,Romance","$20,661,128"
"Spring, Summer, Fall, Winter...and Spring","Sep 19, 2003",R,4.2/5,102 minutes,Kim Ki-duk,"Art House & International,Drama","$2,105,230"
Lost in La Mancha,,,3.6/5,,,,
Cidade de Deus (City of God),"Jan 17, 2003",R,4.3/5,130 minutes,"Fernando Meirelles,Kátia Lund","Action & Adventure,Art House & International,Drama",
The Magdalene Sisters,"Aug 22, 2003",R,3.9/5,119 minutes,Peter Mullan,Drama,
School of Rock,"Oct 3, 2003",PG-13,3.2/5,116 minutes,Richard Linklater,Comedy,"$81,200,000"
Dirty Pretty Things,"Jul 18, 2003",R,3.6/5,107 minutes,Stephen Frears,"Art House & International,Drama,Mystery & Suspense","$7,953,388"
The Triplets of Belleville,"Nov 26, 2003",PG-13,4/5,81 minutes,Sylvain Chomet,"Animation,Art House & International,Comedy,Drama","$6,798,854"
Winged Migration,"Apr 18, 2003",G,4/5,85 minutes,"Guy Jarry,Jacques Cluzard,Jacques Cluzaud,Michel Debats,Jacques Perrin","Documentary,Drama,Special Interest",
To Be and to Have (Etre et Avoir),"Sep 19, 2003",NR,4.1/5,105 minutes,Nicolas Philibert,"Art House & International,Documentary,Drama,Special Interest",
Chavez: Inside the Coup,,,4.2/5,,,,
Los Angeles Plays Itself,"Jan 1, 2003",NR,3.9/5,169 minutes,Thom Andersen,"Documentary,Drama,Musical & Performing Arts,Special Interest,Television",
Festival Express,"Sep 9, 2003",R,3.8/5,85 minutes,Bob Smeaton,"Documentary,Musical & Performing Arts","$908,932"
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,"Dec 19, 2003",PG-13,4.2/5,95 minutes,Errol Morris,"Documentary,Special Interest","$4,052,471"
The Station Agent,"Oct 3, 2003",R,3.9/5,90 minutes,Tom McCarthy,"Art House & International,Comedy,Drama",
1408,"Jun 22, 2007",PG-13,3.4/5,94 minutes,Mikael Håfström,"Horror,Mystery & Suspense","$71,912,310"
Sweet Sixteen,"May 16, 2003",R,3.9/5,106 minutes,Ken Loach,Drama,"$201,010"
American Splendor,"Aug 15, 2003",R,3.7/5,100 minutes,"Robert Pulcini,Shari Springer Berman","Art House & International,Comedy,Drama","$5,977,550"
Raising Victor Vargas,"Mar 28, 2003",R,3.8/5,88 minutes,Peter Sollett,"Art House & International,Comedy,Drama","$1,965,981"
Harry Potter and the Order of the Phoenix,"Jul 11, 2007",PG-13,3.9/5,138 minutes,David Yates (II),"Action & Adventure,Drama,Kids & Family,Science Fiction & Fantasy","$291,980,108"
A Mighty Heart,"Jun 22, 2007",R,3.5/5,107 minutes,Mariane Pearl,Drama,"$9,093,521"
XXY,"Jun 14, 2007",NR,3.8/5,86 minutes,Lucía Puenzo,Drama,
Mio Fratello è Figlio Unico (My Brother Is an Only Child),"Apr 20, 2007",R,3.8/5,99 minutes,Daniele Luchetti,"Art House & International,Comedy","$200,000"
Bus 174 (Ônibus 174),,,4/5,,,,
Manufactured Landscapes,"Jun 20, 2007",G,3.8/5,83 minutes,Jennifer Baichwal,"Documentary,Special Interest",
When the Road Bends: Tales of a Gypsy Caravan,"Jun 15, 2007",PG,3.8/5,111 minutes,Jasmine Dellal,"Documentary,Musical & Performing Arts,Special Interest","$134,215"
American Gangster,"Nov 2, 2007",R,4/5,157 minutes,Ridley Scott,Drama,"$130,127,620"
Talk to Me,"Jul 27, 2007",R,3.6/5,118 minutes,Kasi Lemmons,"Action & Adventure,Comedy,Drama","$4,436,352"
Rocket Science,"Aug 10, 2007",R,3.6/5,101 minutes,Jeffrey Blitz,"Art House & International,Comedy,Drama","$601,787"
War Dance,"Nov 9, 2007",PG-13,4.3/5,105 minutes,"Andrea Nix Fine,Sean Fine","Documentary,Drama,Special Interest",
The Lord of the Rings: The Return of the King,"Dec 17, 2003",PG-13,3.7/5,201 minutes,Peter Jackson,"Action & Adventure,Classics,Science Fiction & Fantasy","$364,000,000"
Into the Wild,"Oct 19, 2007",R,4.1/5,148 minutes,Sean Penn,"Action & Adventure,Drama","$18,173,360"
Lars and the Real Girl,"Oct 12, 2007",PG-13,3.8/5,106 minutes,Craig Gillespie,Comedy,"$5,802,820"
The Real Dirt on Farmer John,"Jul 4, 2007",NR,3.7/5,82 minutes,Taggart Siegel,"Documentary,Musical & Performing Arts,Special Interest",
The Witnesses,"Jun 14, 2007",NR,3.5/5,114 minutes,André Téchiné,"Art House & International,Drama",
Syndromes and a Century,,,3.2/5,,,,
Times and Winds (Bes vakit),"Nov 10, 2007",NR,3.8/5,110 minutes,Reha Erdem,Drama,
Paris Je T'aime,"May 4, 2007",R,3.8/5,120 minutes,"Christoffer Boe,Olivier Assayas,Frédéric Auburtin,Gérard Depardieu,Gurinder Chadha,Sylvain Chomet,Joel Coen,Ethan Coen,Isabel Coixet,Wes Craven,Alfonso Cuarón,Christopher Doyle,Richard LaGravenese,Vincenzo Natali,Alexander Payne,Bruno Podalydès,Walter Salles,Daniela Thomas,Oliver Schmitz,Nobuhiro Suwa,Tom Tykwer,Gus Van Sant","Art House & International,Drama,Romance","$4,857,376"
Charlie Wilson's War,"Dec 21, 2007",R,3.5/5,102 minutes,Mike Nichols,"Comedy,Drama","$66,636,385"
L' Avocat de la Terreur (Terror's Advocate),"May 18, 2007",R,3.6/5,130 minutes,Barbet Schroeder,"Art House & International,Documentary,Special Interest",
Capturing the Friedmans,"Jun 13, 2003",R,3.9/5,107 minutes,Andrew Jarecki,"Documentary,Special Interest",
Live Free or Die Hard,"Jun 27, 2007",PG-13,3.9/5,128 minutes,Len Wiseman,"Action & Adventure,Mystery & Suspense","$134,500,000"
Boy A,"Sep 8, 2007",R,3.7/5,99 minutes,John Crowley,Drama,
Red Road,"Apr 13, 2007",NR,3.5/5,113 minutes,Andrea Arnold,"Art House & International,Drama,Mystery & Suspense",
Lost In Translation,"Sep 26, 2003",R,3.6/5,102 minutes,Sofia Coppola,"Comedy,Drama,Romance","$44,566,004"
Finding Nemo,"May 30, 2003",G,3.8/5,100 minutes,"Andrew Stanton,Lee Unkrich","Animation,Comedy,Kids & Family","$380,529,370"
Breach,"Feb 16, 2007",PG-13,3.4/5,110 minutes,Billy Ray,"Drama,Mystery & Suspense","$32,958,840"
Starting Out in the Evening,"Nov 23, 2007",PG-13,3.6/5,110 minutes,Andrew Wagner,"Art House & International,Drama","$568,917"
Into Great Silence,"Feb 28, 2007",NR,3.9/5,162 minutes,Philip Gröning,"Documentary,Faith & Spirituality","$800,000"
Shotgun Stories,"Oct 12, 2007",PG-13,3.8/5,90 minutes,Jeff Nichols,"Art House & International,Drama,Mystery & Suspense",
2 Days in Paris,"Aug 10, 2007",R,3.6/5,86 minutes,Julie Delpy,"Art House & International,Comedy,Drama,Romance","$4,215,065"
Grindhouse,"Apr 6, 2007",R,3.9/5,192 minutes,"Robert Rodriguez,Eli Roth,Quentin Tarantino,Edgar Wright,Rob Zombie","Action & Adventure,Horror","$24,928,753"
Bridge to Terabithia,"Feb 16, 2007",PG,3.4/5,94 minutes,Gabor Csupo,"Action & Adventure,Kids & Family,Science Fiction & Fantasy","$82,234,139"
Alexandra,"May 25, 2007",NR,3.6/5,94 minutes,Aleksandr Sokurov,Drama,
Atonement,"Sep 7, 2007",R,3.8/5,123 minutes,Joe Wright,"Drama,Romance","$50,830,581"
Joe Strummer: The Future Is Unwritten,"Nov 2, 2007",NR,4/5,124 minutes,Julien Temple,"Documentary,Musical & Performing Arts","$149,416"
Los Cronocrímenes (Timecrimes),"Sep 20, 2007",R,3.7/5,88 minutes,Nacho Vigalondo,"Action & Adventure,Art House & International,Mystery & Suspense,Science Fiction & Fantasy",
Roman de gare,"May 24, 2007",R,3.7/5,103 minutes,Claude Lelouch,"Drama,Mystery & Suspense","$1,735,301"
ShowBusiness: The Road to Broadway,"May 11, 2007",PG,3.8/5,102 minutes,"Dori Bernstein,Dori Berinstein","Documentary,Musical & Performing Arts",
Young@Heart,"Jul 1, 2007",PG,4.2/5,107 minutes,"Stephen Walker,Sally George","Art House & International,Documentary,Musical & Performing Arts,Special Interest","$3,777,210"
Must Read After My Death,"Nov 1, 2007",NR,3.4/5,74 minutes,Morgan Dews,"Documentary,Special Interest",
Control,"May 17, 2007",R,4.1/5,122 minutes,Anton Corbijn,"Drama,Musical & Performing Arts","$900,000"
Sweeney Todd: The Demon Barber of Fleet Street,"Dec 21, 2007",R,3.9/5,116 minutes,Tim Burton,"Drama,Musical & Performing Arts,Mystery & Suspense","$52,900,000"
The Hoax,"Apr 6, 2007",R,3.2/5,115 minutes,Lasse Hallstrom,"Comedy,Drama","$7,092,859"
The Wind That Shakes the Barley,"Mar 16, 2007",NR,4/5,126 minutes,Ken Loach,Drama,"$1,779,320"
The Lookout,"Mar 30, 2007",R,3.5/5,99 minutes,Scott Frank,"Drama,Mystery & Suspense","$4,538,656"
